,Time,precip,irrad,temp,height,lai,biomass,yield,HI,frPHU,transpiration,evapotrans,w_stress,n_stress,t_stress,n_uptake,nitrogen_level,swc,runoff,w_uptake,fertilizer,irrig,reward,dones
0,2022-09-01,2.51,13.9,21.30182824773654,0.0551251236335765,0.0014586135965027852,0.005,2.5035511219766443e-08,8.319819716345953e-06,0.009135871049269603,0.0,0.8576984206997537,1.0,0.07287988433817405,0.008113798504073011,6.977244772036735e-05,0.037578622552279624,1.652301579300246,0.0,0.0,0.0,0.0,2.5035511219766443e-08,False
1,2022-09-02,3.53,19.33,19.848461303119716,0.08002054359684135,0.0014586135965027852,0.03812543695062986,3.925907242219275e-07,1.706397307263928e-05,0.01727355051569798,0.0034875419829076557,1.104010561979744,4.540199100966369e-05,0.07264205540110436,0.019727462954579722,6.95305942378275e-05,0.052878864405762165,4.078291017320502,0.0,0.0034875419829076557,0.0,0.0,3.925907242219275e-07,False
2,2022-09-03,7.78,19.25,22.8290390960571,0.10796132470834624,0.0038864493719693682,0.12598663308120683,2.2910111732355213e-06,3.0032698734221165e-05,0.027458330114638295,0.009377101450142627,1.1149418592752611,4.540199100966369e-05,0.07228658833739166,0.002256462651259894,0.0005274121590269892,0.116170982840973,10.743349158045241,0.0,0.009377101450142627,0.0,0.0,2.2910111732355213e-06,False
3,2022-09-04,4.27,17.72,20.21985929050235,0.1304338363054006,0.006363284328777153,0.25835121561665797,6.689336802544333e-06,4.264439387293097e-05,0.03585109061635694,0.014520703096227971,1.0553398505408207,4.540199100966369e-05,0.07193879139145654,0.015998970797034606,0.0017338778650803667,0.06231451713491963,13.95800930750442,0.0,0.014520703096227971,0.0,0.0,6.689336802544333e-06,False
4,2022-09-05,4.4,19.51,23.353769442335437,0.15912618990728947,0.010205079373487459,0.49191241640374084,1.8379309380278576e-05,6.13232145328692e-05,0.04639626193664227,0.02511175965046505,1.139432353078136,4.540199100966369e-05,0.07142137592364761,0.0012109572460654583,0.0035280406519049533,0.062470354348095045,17.218576954426286,0.0,0.02511175965046505,0.0,0.0,1.8379309380278576e-05,False
5,2022-09-06,14.61,18.6,21.26214158207863,0.18485533073858645,0.01429873056356815,0.8036632405624652,3.946420784509967e-05,8.035561533372747e-05,0.05550487566059737,0.03338450266136881,1.082560683071964,4.540199100966369e-05,0.07089273348633107,0.00833762143862371,0.006663777973740452,0.21248461702625954,30.74601627135432,0.0,0.03338450266136881,0.0,0.0,3.946420784509967e-05,False
6,2022-09-07,34.44,17.52,20.79938082278708,0.21083813633844925,0.01905557498072069,1.1946476787011306,7.440950270076605e-05,0.00010163138297854828,0.06429565919273136,0.04212005948651456,1.02645977613311,4.540199100966369e-05,0.07030139135016489,0.011288246671320223,0.01078811886375075,0.49211098855965707,62.85486244030768,1.3046940549135324,0.04212005948651456,0.0,0.0,7.440950270076605e-05,False
7,2022-09-08,43.11,5.36,21.41245090123961,0.23952284366645793,0.025034503487474477,1.3516113721168515,0.00010584741002575104,0.00012739842990663468,0.07350750733918714,0.02361822925060112,0.43896030928565105,4.540199100966369e-05,0.06958609925461978,0.007512484393057517,0.01585760291922861,0.5050755851932909,98.30728355902839,7.2186185719936455,0.02361822925060112,0.0,0.0,0.00010584741002575104,False
8,2022-09-09,20.590000000000003,12.06,20.773615084604824,0.2684197472323006,0.03183037439375347,1.8000399107213685,0.00017273997276976712,0.00015567128291441314,0.08228059462256958,0.05141262288768326,0.7531841445173629,4.540199100966369e-05,0.06880379838077277,0.011472231491012508,0.01771789163004929,0.22043849012745836,115.49194278219875,2.6521566323122774,0.05141262288768326,0.0,0.0,0.00017273997276976712,False
9,2022-09-10,22.17,14.32,20.611385926138816,0.2986220935098962,0.03976300931996116,2.464120811398154,0.0002857930436753713,0.00018761550885199694,0.09094226078063194,0.07079238450852826,0.8323304184209326,4.540199100966369e-05,0.06792459353752789,0.01268239137601146,0.02325908587799716,0.20096627058817498,130.31142284183653,6.518189521941305,0.07079238450852826,0.0,0.0,0.0002857930436753713,False
10,2022-09-11,18.13,20.03,20.56981093545842,0.33052142417083513,0.049063329419936755,3.608031976038985,0.0005008664856696663,0.00022393365566297357,0.09957537268685338,0.11284564812033379,1.0785062205842262,4.540199100966369e-05,0.06693254882024813,0.013007316565531779,0.03131385610050261,0.1155439517186781,139.06089832511054,8.302018296141773,0.11284564812033379,0.0,0.0,0.0005008664856696663,False
11,2022-09-12,8.21,18.39,20.585492146188802,0.364390014221899,0.05997582712066719,4.888892385343658,0.0008063643421762064,0.0002653256100902824,0.10821925465538965,0.13588719152963893,1.066174490227686,4.5401991009441645e-05,0.06581328177672474,0.012884035813406358,0.04497119120259674,0.0056790036159892615,142.76828685721605,3.436436977666789,0.13588719152963893,0.0,0.0,0.0008063643421762064,False
12,2022-09-13,10.61,17.97,22.755501214702385,0.40672354330975946,0.07512052854133866,6.451388924850989,0.0012919120853699551,0.00032108821952638906,0.11835352746768524,0.1648962308610478,1.0380064970675893,4.540199100744324e-05,0.06432681933721274,0.002435801887236244,0.05932999304844755,0.013094281512592135,146.27344392130524,6.066836438843211,0.1648962308610478,0.0,0.0,0.0012919120853699551,False
13,2022-09-14,3.05,20.1,20.690247064577445,0.44553215960445147,0.09047734554445906,8.54920839347038,0.002010880816072923,0.0003760909660244601,0.12706935649555437,0.20754270946857045,1.0900934159475575,4.540199098834741e-05,0.06288661765369641,0.01208281562249236,0.0762033690528926,0.07858472711735107,147.47695165561865,0.7563988497390496,0.20754270946857045,0.0,0.0,0.002010880816072923,False
