,Time,precip,irrad,temp,height,lai,biomass,yield,HI,frPHU,transpiration,evapotrans,w_stress,n_stress,t_stress,n_uptake,nitrogen_level,swc,runoff,w_uptake,fertilizer,irrig,reward,dones
0,2022-09-01,2.51,13.9,22.808737984105736,0.05856627150712897,0.0016464034123196598,0.005,2.8171269446623967e-08,9.358680184990103e-06,0.010170836527545149,0.0,0.8576984206997537,1.0,0.07285172758016001,0.0023051123825972297,6.974384505765085e-05,60.03757865115494,1.652301579300246,0.0,0.0,60.0,60.0,-155.39999997182875,False
1,2022-09-02,3.53,19.33,21.172722120123588,0.08550381352246783,0.0016464034123196598,0.04239042980675249,4.954994046267485e-07,1.9357555876940277e-05,0.01921803578587179,0.003936306823643796,1.104010561979744,4.540199100966369e-05,0.07257939648829126,0.00885806573529524,6.946677731402702e-05,60.05287892822269,4.078291017320502,0.0,0.003936306823643796,60.0,60.0,-155.3999995045006,False
2,2022-09-03,7.78,19.25,22.406781148206445,0.11239527488554893,0.004106417934191272,0.135224280664351,2.652088494603713e-06,3.2373354014204626e-05,0.0291128030579916,0.009907126624775673,1.1149418592752611,4.540199100966369e-05,0.07222217021733313,0.003409131049769476,0.0005858541082109478,59.17815046181681,10.743349158045241,0.0,0.009907126624775673,59.06203792092502,58.805060180389596,-152.92955912462168,False
3,2022-09-04,4.27,17.72,23.734273506962975,0.14140066223284797,0.007509923239754067,0.29141398200865165,8.76209245852781e-06,4.9454437704145374e-05,0.03991930958749913,0.017130896566240172,1.0553398505408207,4.540199100966369e-05,0.07175039492750224,0.0006818343252056325,0.0018557797150653612,54.61178216207142,13.95800930750442,0.0,0.017130896566240172,54.549589546786486,60.0,-142.1554938365987,False
4,2022-09-05,4.4,19.51,22.663863232745424,0.16915201069954772,0.011495515330664695,0.5544552518166245,2.3164892695581265e-05,6.849126655316372e-05,0.04999064422537374,0.02827530372055714,1.139432353078136,4.540199100966369e-05,0.0712223793026725,0.0026715270494286347,0.003967574918193394,56.99256075983096,17.218576954426286,0.0,0.02827530372055714,56.93052993974915,60.0,-147.94116458869775,False
5,2022-09-06,14.61,18.6,21.9348417362342,0.19668942200912398,0.016155805605955947,0.9065825565638365,4.9814405510171626e-05,8.979628553705484e-05,0.05956127728597416,0.03769765723203345,1.082560683071964,4.540199100966369e-05,0.07063032285083315,0.005086691828200318,0.007480815935001099,53.369059460058644,30.74601627135432,0.0,0.03769765723203345,53.15739188099365,60.0,-138.77241245640906,False
6,2022-09-07,34.44,17.52,19.34701018416592,0.22018705861695517,0.02068860938742003,1.3309522325856535,8.962884996717834e-05,0.0001097719359881142,0.06735455351136284,0.0457054741401872,1.02645977613311,4.540199100966369e-05,0.07007524409690058,0.025820579584419745,0.012126847866140253,44.22796600608376,62.85486244030768,1.3046940549135324,0.0457054741401872,43.7371937465265,54.50889800681661,-115.0027148563001,False
7,2022-09-08,43.11,5.36,21.015332563777957,0.24852463664752583,0.026836604504513827,1.4991595494231913,0.00012540643323660317,0.00013596093078818895,0.07629365554692463,0.025303597643195952,0.43896030928565105,4.540199100966369e-05,0.06934883606147302,0.009830391074827083,0.01760041968801862,32.48819543288208,98.30728355902839,7.2186185719936455,0.025303597643195952,31.98097218712111,60.0,-87.31363700827106,False
8,2022-09-09,20.590000000000003,12.06,20.783567154984162,0.27796987651855554,0.03401526631471058,1.9781696280801981,0.00020201651355941793,0.00016551135052988875,0.08507357804347969,0.05490281356475323,0.7531841445173629,4.540199100966369e-05,0.06853237909731036,0.011400905742890544,0.01956566650927795,24.314325256646796,115.49194278219875,2.6521566323122774,0.05490281356475323,24.095213577455343,60.0,-68.15116697670292,False
9,2022-09-10,22.17,14.32,22.561321956142336,0.3136585219899479,0.04379673431646341,2.709024075802639,0.00034277862493741005,0.00020440886940572124,0.09507448598039063,0.07787216671379966,0.8323304184209326,4.540199100966369e-05,0.0674647963312004,0.002951930614448872,0.02536559840012112,33.757563678883656,130.31142284183653,6.518189521941305,0.07787216671379966,33.572558250597325,60.0,-91.18097377032656,False
10,2022-09-11,18.13,20.03,21.758331245959344,0.34966637399117884,0.05486799820026854,3.9867284084061727,0.0006113608160184392,0.00024697666514542934,0.10452388930865941,0.1259598756442478,1.0785062205842262,4.5401991009885734e-05,0.06630786477472161,0.005834134022117632,0.03405857601368767,48.31194377287471,139.06089832511054,8.302018296141773,0.1259598756442478,48.20720207167092,58.42444387912882,-126.49080069400493,False
11,2022-09-12,8.21,18.39,21.30970960452069,0.3867758486268602,0.06754353612450353,5.426880905297166,0.0009944495018833345,0.00029425951692404535,0.11366517337769835,0.15266001429036927,1.066174490227686,4.54019910092196e-05,0.06503879175498783,0.00806986495157469,0.04901172349882388,31.833331188031977,142.76828685721605,3.436436977666789,0.15266001429036927,31.835419180525694,58.12217716597929,-86.65862250573224,False
12,2022-09-13,10.61,17.97,21.037713338193853,0.42543411445804064,0.08211652146216507,7.132295693311097,0.00154628164899842,0.00034714439719646845,0.12261964682426005,0.17984716375417525,1.0380064970675893,4.540199100300235e-05,0.06364124112024272,0.009687625857492388,0.06502621301469363,28.16253607379294,146.27344392130524,6.066836438843211,0.17984716375417525,28.16876824475102,60.0,-78.04856055309598,False
13,2022-09-14,3.05,20.1,22.197825266973584,0.470272823333338,0.10077091834928634,9.46342982443903,0.002449014924211112,0.0004130852369516153,0.13237090044168695,0.23039073183161918,1.0900934159475575,4.540199093439057e-05,0.061933192324150954,0.0040972847347401364,0.08269580262543275,32.47016847944496,147.47695165561865,0.7563988497390496,0.23039073183161918,32.55726320305432,60.0,-88.71170056849779,False
