,Time,precip,irrad,temp,height,lai,biomass,yield,HI,frPHU,transpiration,evapotrans,w_stress,n_stress,t_stress,n_uptake,nitrogen_level,swc,runoff,w_uptake,fertilizer,irrig,reward,dones
0,2022-09-01,2.51,13.9,21.880561707142938,0.05646087096507067,0.001530157907985495,0.005,2.6232242970096482e-08,8.716367827957286e-06,0.009533352820839931,0.0,0.8576984206997537,1.0,0.07286913998215894,0.005309136652886681,6.976153417804706e-05,56.62094496780788,1.652301579300246,0.0,0.0,56.58336633434206,30.679653168861694,-142.40632467323684,False
1,2022-09-02,3.53,19.33,22.649951333237826,0.08655553970826764,0.001530157907985495,0.03975222971245001,4.7562820736588736e-07,1.9811943550308104e-05,0.019595132582679097,0.0036585192235732236,1.104010561979744,4.540199100966369e-05,0.07256697112705923,0.002708526849861781,6.945411746403523e-05,58.627501283344785,4.078291017320502,0.0,0.0036585192235732236,58.57462234246225,4.850161433736131,-143.11235764595284,False
2,2022-09-03,7.78,19.25,21.514091068893137,0.11176335172352037,0.0038410603969466894,0.12659375323126154,2.4566987739328397e-06,3.203522919544227e-05,0.02887678853658922,0.009267725028484603,1.1149418592752611,4.540199100966369e-05,0.07223148003186253,0.006988388748512375,0.0005494687217870776,36.55749884597999,10.743349158045241,0.0,0.009267725028484603,36.44134991970178,22.589195062636353,-92.16674905819836,False
3,2022-09-04,4.27,17.72,22.973598508291314,0.139348260516347,0.007043635085569287,0.2731021749860856,7.992643895419518e-06,4.81483593348341e-05,0.03916085344612996,0.016069679149457942,1.0553398505408207,4.540199100966369e-05,0.07178655267809353,0.0019285021610992992,0.001738277293632337,48.1763825368548,13.95800930750442,0.0,0.016069679149457942,48.114072419148435,10.471668968641708,-118.59265502086947,False
4,2022-09-05,4.4,19.51,21.801698479973087,0.16536678480881378,0.010710049794742521,0.5182127431367637,2.0774056536840183e-05,6.574715740795617e-05,0.04864004196259499,0.026350026445609118,1.139432353078136,4.540199100966369e-05,0.07129857957674068,0.005643985396713069,0.003722559782048513,52.360392286477335,17.218576954426286,0.0,0.026350026445609118,52.29811645125938,32.636484045809894,-132.30623964983334,False
5,2022-09-06,14.61,18.6,20.555422764887876,0.18995410986551287,0.014751257588887444,0.8398212826656133,4.33255901698859e-05,8.437129252587602e-05,0.057263271883534465,0.034436000321693874,1.082560683071964,4.540199100966369e-05,0.0707811187039914,0.013121210672809136,0.007008059938244604,54.345045118021055,30.74601627135432,0.0,0.034436000321693874,54.1329047829593,28.629211430352377,-136.1235891258573,False
6,2022-09-07,34.44,17.52,21.25229323287815,0.21714455686175232,0.019872981153623962,1.2475358304337032,8.193628537649907e-05,0.0001070950315016619,0.06636512163139034,0.04391519432035441,1.02645977613311,4.540199100966369e-05,0.07014959638349605,0.008393839037440065,0.011246873817631745,26.32142889737056,62.85486244030768,1.3046940549135324,0.04391519432035441,25.829776663764786,47.33680305265977,-70.34016384508863,False
7,2022-09-08,43.11,5.36,20.136897754554447,0.24335920985512002,0.02546057631716692,1.4071661341014707,0.0001133747953700772,0.0001310201894210022,0.07470090305622169,0.024016881070138205,0.43896030928565105,4.540199100966369e-05,0.06948570976943991,0.01677963999050791,0.016533290065969236,42.436451158996924,98.30728355902839,7.2186185719936455,0.024016881070138205,41.924168177183944,36.99005208021181,-107.79402362859551,False
8,2022-09-09,20.590000000000003,12.06,20.703380578683106,0.2723142173297526,0.03237412529833633,1.8632285946194778,0.0001834472036785133,0.00015965459612012726,0.08342575235476779,0.052281684953434895,0.7531841445173629,4.540199100966369e-05,0.06869386743563521,0.011985058376913549,0.018413328268188575,36.024722361324564,115.49194278219875,2.6521566323122774,0.052281684953434895,35.804216397867336,48.26579503752386,-94.72658960561776,False
9,2022-09-10,22.17,14.32,20.80051936096412,0.303217249975644,0.04061280249674066,2.541416504693708,0.00030284810164906534,0.00019268547304631932,0.09221731784993545,0.07228544062323254,0.8323304184209326,4.540199100966369e-05,0.06778559235588832,0.011280167473845193,0.024020096087715354,0.45469612002116255,130.31142284183653,6.518189521941305,0.07228544062323254,0.25556765973247186,54.351029154360454,-9.31689122974593,False
10,2022-09-11,18.13,20.03,22.142044479388872,0.3395516780986235,0.05143641370238992,3.740111596366368,0.000544547575760326,0.0002346870989120228,0.10193026048687837,0.11821303094784809,1.0785062205842262,4.540199100966369e-05,0.06664054616871284,0.004295292656418592,0.032135270903088126,29.945927901990405,139.06089832511054,8.302018296141773,0.11821303094784809,29.84200591163883,55.06980761399292,-81.32669903594548,False
11,2022-09-12,8.21,18.39,21.83693393967825,0.37750245042359193,0.06405579579124311,5.1069631087254495,0.0008965839015438395,0.0002821224548326061,0.11143364918171234,0.14494015005923552,1.066174490227686,4.5401991009441645e-05,0.0653628480936067,0.005492650274336763,0.04624733802989972,49.9416950051976,142.76828685721605,3.436436977666789,0.14494015005923552,49.945146546057174,29.76542253173789,-126.12827712809545,False
12,2022-09-13,10.61,17.97,22.52138044172924,0.4200611499848068,0.07980709019066037,6.7652968990280735,0.001434173291813387,0.0003395739281308041,0.12140712475982307,0.17491926074406078,1.0380064970675893,4.540199100477871e-05,0.06383982306704505,0.003066040688978311,0.06142048462534555,25.781827947726615,146.27344392130524,6.066836438843211,0.17491926074406078,25.794630383859502,49.26631619170324,-70.5621282501593,False
